3480.1	261.55	3520.1	276.15	3534.7	236.22	3494.7	221.61
3474.1	837.55	3497.5	873.08	3533	849.73	3509.7	814.2
3410.1	2055.5	3442.1	2027.5	3470.1	2059.4	3438.2	2087.5
3317.1	875.55	3333.1	836.13	3372.5	852.09	3356.5	891.5
3306.1	73.546	3308.3	31.083	3350.8	33.281	3348.6	75.744
3255.1	431.55	3293	450.95	3312.4	413.11	3274.5	393.71
3237.1	1836.5	3275.9	1819	3293.4	1857.8	3254.7	1875.3
3210.1	1938.5	3233.5	1903	3269	1926.4	3245.7	1961.9
3172.1	2057.5	3156.5	2097.1	3196	2112.7	3211.7	2073.2
3165.1	1467.5	3169.6	1509.8	3211.9	1505.4	3207.4	1463.1
3165.1	1024.5	3166.2	1067.1	3208.7	1066	3207.6	1023.5
3115.1	1202.5	3114.1	1245.1	3156.6	1246.1	3157.6	1203.6
3099.1	735.55	3137	754.97	3156.4	717.14	3118.6	697.72
3061.1	1808.5	3047.4	1848.8	3087.6	1862.5	3101.4	1822.3
2962.1	1823.5	2950.9	1864.6	2992	1875.8	3003.2	1834.7
2942.1	543.55	2927.2	503.73	2967	488.8	2981.9	528.62
2932.1	980.55	2935.3	938.15	2977.7	941.33	2974.5	983.73
2930.1	405.55	2915.8	365.53	2955.8	351.16	2970.2	391.18
2859.1	1545.5	2882.5	1510	2918	1533.4	2894.7	1568.9
2829.1	146.55	2861.3	174.31	2889.1	142.1	2856.9	114.34
2773.1	1893.5	2802.7	1863	2833.3	1892.5	2803.7	1923.1
2762.1	227.55	2793.7	255.99	2822.2	224.39	2790.6	195.94
2759.1	495.55	2796.5	515.76	2816.8	478.36	2779.4	458.14
2768.1	363.55	2746.7	326.82	2783.4	305.39	2804.9	342.12
2729.1	1144.5	2762.7	1118.4	2788.8	1152	2755.2	1178.1
2720.1	904.55	2720	862.03	2762.5	861.88	2762.7	904.4
2687.1	722.55	2680	680.63	2721.9	673.48	2729	715.39
2604.1	1866.5	2585.1	1904.6	2623.1	1923.6	2642.2	1885.6
2583.1	1564.5	2618.3	1540.7	2642.2	1575.9	2607	1599.8
2536.1	1452.5	2524.2	1493.4	2565	1505.3	2576.9	1464.5
2524.1	2075.5	2500.7	2111	2536.2	2134.4	2559.6	2099
2449.1	1157.5	2450.2	1200.1	2492.7	1199	2491.6	1156.5
2452.1	644.55	2434.8	605.73	2473.6	588.37	2490.9	627.18
2375.1	1122.5	2407.9	1095.4	2435	1128.2	2402.3	1155.3
2387.1	490.55	2366.6	453.33	2403.8	432.77	2424.3	469.98
2360.1	1696.5	2343.8	1735.8	2383	1752.2	2399.4	1712.9
2329.1	801.55	2359.2	831.61	2389.3	801.55	2359.2	771.48
