40.734	1736.3	49.089	1777	8.3556	1785.4	0	1744.6
73.734	2117.3	65.167	2158	24.478	2149.4	33.044	2108.7
90.734	1050.3	81.606	1009.7	41.038	1018.9	50.166	1059.4
91.734	1532.3	93.759	1573.8	52.227	1575.8	50.201	1534.3
124.73	328.29	106.98	365.89	69.378	348.13	87.133	310.53
128.73	676.29	117.88	716.43	77.743	705.58	88.592	665.44
148.73	168.29	110.62	184.91	94	146.79	132.12	130.17
164.73	1885.3	158.25	1926.4	117.18	1919.9	123.66	1878.8
188.73	1313.3	166.14	1348.2	131.23	1325.6	153.82	1290.7
206.73	969.29	184.6	1004.5	149.4	982.37	171.53	947.16
224.73	1788.3	193.72	1760.6	166.02	1791.6	197.04	1819.3
240.73	1365.3	219.34	1329.6	183.68	1351	205.08	1386.7
276.73	876.29	273.37	834.84	231.93	838.2	235.29	879.65
330.73	242.29	291.64	256.46	277.47	217.36	316.57	203.2
336.73	516.29	330.41	475.19	289.31	481.51	295.64	522.61
350.73	2001.3	344.41	2042.4	303.31	2036.1	309.64	1995
364.73	1550.3	354.15	1590.5	313.94	1579.9	324.52	1539.7
377.73	2116.3	395.92	2153.7	358.53	2171.9	340.34	2134.5
437.73	280.29	408.33	309.69	378.93	280.29	408.33	250.89
457.73	1075.3	451.25	1116.4	410.18	1109.9	416.66	1068.8
458.73	1436.3	460.86	1477.8	419.34	1479.9	417.21	1438.4
471.73	1229.3	460.88	1189.1	420.74	1200	431.59	1240.1
477.73	1846.3	489.3	1886.2	449.35	1897.8	437.79	1857.9
508.73	272.29	471.34	290.48	453.15	253.09	490.54	234.9
522.73	1303.3	517.45	1344.5	476.2	1339.2	481.49	1298
592.73	2057.3	555.74	2038.3	536.75	2075.3	573.74	2094.3
590.73	928.29	586.38	886.94	545.03	891.29	549.38	932.64
612.73	1656.3	615.84	1697.8	574.38	1700.9	571.27	1659.4
631.73	1055.3	619.5	1095	579.76	1082.8	591.99	1043.1
650.73	1462.3	658.08	1503.2	617.15	1510.6	609.81	1469.6
673.73	532.29	670.54	490.83	629.09	494.02	632.27	535.48
705.73	780.29	697.17	739.6	656.48	748.17	665.04	788.86
732.73	176.29	705.58	207.78	674.09	180.63	701.24	149.14
741.73	1516.3	716.96	1482.9	683.56	1507.7	708.34	1541.1
746.73	275.29	713.2	299.88	688.61	266.35	722.14	241.76
803.73	1228.3	790.91	1188.7	751.35	1201.6	764.18	1241.1
823.73	689.29	795.98	720.25	765.02	692.49	792.77	661.53
825.73	2047.3	785.57	2036.5	774.8	2076.7	814.96	2087.5
820.73	350.29	842.58	314.91	807.21	293.06	785.36	328.44
831.73	1770.3	831.73	1811.9	790.15	1811.9	790.15	1770.3
844.73	1002.3	821.8	967.6	787.11	990.54	810.05	1025.2
832.73	267.29	855.06	232.21	819.98	209.88	797.65	244.97
879.73	1654.3	847.26	1628.3	821.29	1660.8	853.76	1686.8
954.73	1156.3	936.14	1119.1	898.95	1137.7	917.54	1174.9
938.73	1954.3	959.36	1990.4	923.26	2011	902.63	1974.9
950.73	515.29	951.8	473.72	910.23	472.66	909.17	514.22
958.73	745.29	957.69	703.72	916.13	704.76	917.16	746.33
976.73	1280.3	964.5	1320	924.76	1307.8	936.99	1268.1
991.73	822.29	969.14	857.2	934.23	834.61	956.82	799.7
1009.7	223.29	968.81	230.64	961.46	189.71	1002.4	182.36
1037.7	627.29	1008.9	657.24	978.94	628.4	1007.8	598.45
1038.7	1525.3	1000.1	1509.8	984.66	1548.4	1023.3	1563.9
1070.7	1085.3	1041.3	1114.7	1011.9	1085.3	1041.3	1055.9
1122.7	2035.3	1083.1	2022.8	1070.6	2062.4	1110.2	2074.9
1140.7	151.29	1100.6	162.32	1089.6	122.22	1129.7	111.2
1142.7	1826.3	1101.9	1818.7	1094.2	1859.6	1135.1	1867.2
1163.7	569.29	1161.7	527.76	1120.2	529.78	1122.2	571.32
1193.7	853.29	1174.7	890.27	1137.7	871.25	1156.8	834.27
1204.7	335.29	1166.1	350.56	1150.8	311.88	1189.5	296.61
1259.7	1096.3	1231.4	1065.9	1201	1094.3	1229.3	1124.7
1274.7	1514.3	1271.5	1555.7	1230.1	1552.6	1233.3	1511.1
1291.7	664.29	1256.1	685.68	1234.7	650.03	1270.3	628.63
1285.7	526.29	1290	484.93	1248.6	480.68	1244.4	522.05
1301.7	1760.3	1265	1740.9	1245.6	1777.7	1282.3	1797.1
1300.7	1311.3	1310.6	1351.7	1270.2	1361.5	1260.3	1321.1
