3494.7	2026.9	3500.7	2067.5	3541.3	2061.4	3535.2	2020.8
3444.7	166.93	3480.7	186.51	3500.3	150.44	3464.2	130.86
3332.7	1128.9	3347.2	1167.3	3385.6	1152.8	3371	1114.4
3328.7	40.93	3331.7	0	3372.6	2.9949	3369.6	43.925
3269.7	1774.9	3303.3	1751.5	3326.8	1785.1	3293.1	1808.6
3269.7	2098.9	3300.6	2072	3327.6	2102.9	3296.6	2129.9
3205.7	434.93	3231.5	466.78	3263.4	440.9	3237.5	409.05
3192.7	1575.9	3226.1	1552.2	3249.9	1585.6	3216.4	1609.4
3088.7	786.93	3094.9	746.37	3135.5	752.61	3129.2	793.17
3022.7	918.93	3017.7	878.19	3058.4	873.22	3063.4	913.96
3010.7	1848.9	3051.1	1841.7	3058.3	1882.1	3017.9	1889.3
3021.7	294.93	2998.7	260.94	3032.7	237.94	3055.6	271.94
3012.7	1462.9	3012.7	1504	3053.7	1504	3053.7	1462.9
2849.7	2063.9	2889	2052.2	2900.7	2091.6	2861.4	2103.3
2818.7	1161.9	2846	1131.3	2876.6	1158.7	2849.3	1189.3
2808.7	1654.9	2807.7	1696	2848.7	1696.9	2849.7	1655.9
2698.7	346.93	2700.6	305.93	2741.6	307.84	2739.7	348.84
2685.7	1425.9	2675.5	1465.7	2715.2	1475.9	2725.4	1436.1
2660.7	1085.9	2675.2	1124.3	2713.6	1109.8	2699	1071.4
2582.7	1948.9	2622.5	1939.2	2632.2	1979.1	2592.4	1988.8
2505.7	1765.9	2546.6	1768	2544.5	1809	2503.6	1806.9
2496.7	952.93	2497.6	911.9	2538.6	912.83	2537.7	953.86
2457.7	548.93	2497.8	557.34	2506.2	517.17	2466.1	508.76
2339.7	1390.9	2335	1431.7	2375.8	1436.3	2380.4	1395.6
2254.7	1584.9	2237	1622	2274.1	1639.6	2291.7	1602.6
2212.7	1162.9	2246.1	1139.1	2269.9	1172.5	2236.5	1196.3
2213.7	1866.9	2253.5	1876.9	2243.5	1916.7	2203.7	1906.7
2162.7	659.93	2152.3	620.22	2192	609.85	2202.4	649.56
2157.7	938.93	2140.5	901.67	2177.7	884.47	2194.9	921.73
2140.7	270.93	2181.7	269.9	2180.7	228.88	2139.6	229.9
2011.7	1363.9	1978.7	1388.4	2003.2	1421.3	2036.1	1396.9
1951.7	1716.9	1911.5	1725.6	1920.2	1765.7	1960.3	1757
1940.7	378.93	1904.6	359.38	1924.1	323.29	1960.2	342.85
1910.7	1279.9	1949.7	1292.6	1937	1331.6	1898	1319
1890.7	2046.9	1928.7	2062.3	1913.3	2100.4	1875.2	2085
1879.7	690.93	1838.7	689.04	1840.6	648.04	1881.6	649.93
1876.7	1850.9	1835.7	1853.9	1838.7	1894.9	1879.7	1891.9
1717.7	106.93	1756.5	93.646	1743.2	54.816	1704.4	68.1
1734.7	258.93	1693.8	255.04	1697.7	214.18	1738.5	218.08
1664.7	1889.9	1624.5	1898.2	1632.7	1938.4	1672.9	1930.1
1633.7	937.93	1642.7	897.89	1602.6	888.88	1593.6	928.92
1612.7	1356.9	1618.3	1397.6	1577.7	1403.2	1572	1362.6
1599.7	1563.9	1559.8	1554	1549.9	1593.8	1589.7	1603.7
1526.7	538.93	1551.1	505.97	1518.2	481.52	1493.7	514.48
1534.7	1130.9	1527.4	1171.3	1487	1164.1	1494.3	1123.7
1417.7	1783.9	1446.1	1813.5	1416.6	1842	1388.1	1812.4
1433.7	2091.9	1393.5	2083.5	1385	2123.6	1425.2	2132.1
1387.7	725.93	1411.6	692.61	1378.3	668.65	1354.3	701.98
1296.7	201.93	1255.8	198.55	1259.1	157.65	1300	161.03
1294.7	365.93	1253.6	366.92	1252.6	325.89	1293.7	324.9
1256.7	1038.9	1244.3	999.8	1205.2	1012.2	1217.5	1051.3
1207.7	1708.9	1226	1745.6	1189.3	1764	1170.9	1727.3
1191.7	2078.9	1155.8	2058.9	1135.8	2094.7	1171.6	2114.8
1090.7	1473.9	1089.6	1515	1048.6	1513.9	1049.6	1472.9
1023.7	495.93	1039.4	458.05	1001.6	442.26	985.77	480.15
914.66	1974.9	873.82	1970.8	869.7	2011.6	910.54	2015.8
886.66	855.93	864.14	890.24	829.83	867.72	852.35	833.41
