3688.6	790.45	3685.3	746.12	3729.6	742.8	3733	787.13
3622.6	1219.5	3636.4	1261.7	3678.7	1248	3664.9	1205.7
3616.6	581.45	3653.8	605.84	3678.2	568.68	3641	544.29
3620.6	1726.5	3621.7	1770.9	3666.1	1769.9	3665.1	1725.4
3568.6	116.45	3612.1	125.77	3621.4	82.301	3578	72.987
3555.6	1534.5	3570.6	1492.6	3612.5	1507.5	3597.5	1549.4
3540.6	669.45	3561.8	708.56	3600.9	687.42	3579.8	648.32
3465.6	1960.5	3502.3	1935.3	3527.4	1972	3490.8	1997.1
3462.6	405.45	3461.7	361.01	3506.1	360.02	3507.1	404.47
3428.6	1055.5	3450.6	1016.8	3489.2	1038.7	3467.3	1077.4
3427.6	1280.5	3436.6	1236.9	3480.1	1245.8	3471.2	1289.4
3345.6	1987.5	3387.3	1972	3402.8	2013.6	3361.1	2029.1
3333.6	151.45	3338.8	107.3	3382.9	112.43	3377.8	156.59
3335.6	365.45	3323.2	322.79	3365.8	310.3	3378.3	352.97
3306.6	1412.5	3342.1	1385.7	3368.9	1421.2	3333.4	1447.9
3180.6	1170.5	3203.7	1132.4	3241.7	1155.4	3218.7	1193.5
3146.6	578.45	3184.6	601.64	3207.8	563.7	3169.8	540.52
3149.6	1877.5	3192	1864.1	3205.4	1906.5	3163	1919.9
3113.6	877.45	3137.3	915.09	3174.9	891.43	3151.3	853.8
3118.6	1603.5	3133.3	1645.4	3175.3	1630.7	3160.6	1588.8
3109.6	2051.5	3112.7	2095.8	3157	2092.8	3154	2048.4
3066.6	238.45	3110.3	246.97	3118.8	203.34	3075.2	194.82
3010.6	1765.5	3052	1749.3	3068.2	1790.7	3026.8	1806.9
2993.6	2058.5	3028.6	2030.9	3056.1	2065.9	3021.2	2093.4
2930.6	238.45	2931.7	194.01	2976.1	195.02	2975.1	239.46
2919.6	1284.5	2930.9	1241.5	2973.9	1252.7	2962.6	1295.7
2893.6	468.45	2898.7	424.29	2942.9	429.35	2937.8	473.52
2838.6	879.45	2870.6	910.33	2901.5	878.35	2869.5	847.47
2801.6	1056.5	2809.8	1100.2	2853.5	1092	2845.3	1048.3
2792.6	1693.5	2780	1736.1	2822.7	1748.7	2835.3	1706.1
2757.6	71.454	2731	35.891	2766.5	9.2182	2793.2	44.782
2657.6	1122.5	2659.6	1166.9	2704	1164.9	2702.1	1120.5
2657.6	663.45	2655.6	619.05	2700	616.98	2702.1	661.39
2637.6	231.45	2620.3	190.54	2661.2	173.15	2678.6	214.07
2602.6	1946.5	2596.8	1990.5	2640.8	1996.4	2646.7	1952.3
2568.6	300.45	2537.2	269.02	2568.6	237.59	2600.1	269.02
2557.6	1891.5	2538.2	1931.4	2578.1	1950.9	2597.6	1910.9
